Traction,Roughness,Fineness,MatName
1.2780512521739131,7.804520519172882,2.1379988429876073,0
1.2664799438202248,7.67341012087062,2.228103037067426,0
1.2707817622282611,7.88047967431351,2.2355786927016186,0
1.2693351371742112,7.684358834627042,2.3329155975394977,0
1.280907305832148,7.580741596026591,2.3306396240298315,0
1.262741012784091,8.08607912213343,2.0024622125851823,0
1.2659359461325965,7.759736746470575,2.2752377378798387,0
1.2659211221264368,7.879242022817494,2.2707846276989554,0
1.271498944281525,8.11895019161458,1.985929454155462,0
1.265356471780029,7.879490182134675,2.250782673737158,0
1.2534347034383955,8.210997145255636,2.0111128270935685,0
1.2550713857350801,8.141877660933021,2.0090429929778946,0
1.2624478741058656,8.083477976581538,2.026736799956871,0
1.2668588589385477,7.777228083652308,2.188710430014789,0
1.2671103833097594,7.797767728629129,2.3529378382184354,0
1.2996499574468086,7.290774422644275,2.4115916255757996,0
1.29886214676259,6.7734666025160974,2.927566091546441,0
1.2888800914205345,7.284489747426084,2.6318575682117165,0
1.2916291618911175,7.7857050553211025,2.1873658836510717,0
1.2981473475177305,7.673477995936173,2.206369170576738,0
1.279248113018598,7.855372054508123,2.195656928540631,0
1.2958947979351032,7.696152219013816,2.186055455419465,0
1.281353634670487,7.934204195429653,2.082919961518287,0
1.2898650902679831,7.250835215352322,2.4685224979787566,0
1.2729573347889374,7.766213328611596,2.389305552253677,0
1.2764861303744799,7.734801964962108,2.4033265649043116,0
1.2799126955266955,7.977002981608452,2.2301671850507945,0
1.2791554569816643,7.834536002901321,2.3499206095918335,0
1.2775274275668074,7.931224251595667,2.294452769566989,0
1.2843742773109244,7.91966657616421,2.1322243886543895,0
1.265693304895105,8.2027925573261,2.044845228188792,0
1.2765300809248556,7.693026119204241,2.4697664612012455,0
1.2657321358381501,8.323990122438293,1.9887636344175001,0
1.2695373058659218,8.163627563567367,2.033088422682139,0
1.2740192684365783,7.795032104265327,2.4080302092212365,0
1.2727703291139243,7.9985287832559475,2.1599798526459058,0
1.2696725835694052,8.297695294465125,1.988523550400036,0
1.2610991225352113,8.196874883809793,2.1028861083313215,0
1.269929116448326,7.629019029341629,2.47514990605183,0
1.273085909847434,8.02595264158857,2.1051161748676686,0
1.2725745850144092,7.989377938850377,2.2473279739961383,0
1.272567864022663,7.715736251367528,2.408641363602062,0
1.2799349752066116,7.5586394016535206,2.4778753908647233,0
1.2629450476190476,8.29057235978781,2.0060616764187205,0
1.2616350181564244,8.109217973288096,2.044311270190614,0
1.2483250043041605,8.436730124011886,1.9478282470367723,0
1.2629895322812053,7.830832417668705,2.3885544631787328,0
1.2534841095505618,8.20933209108556,2.051965453770658,0
1.2695259044321328,7.888867040566805,2.357368644286069,0
1.2706780393811532,7.796088673733877,2.408919677515889,0
1.3104250792227203,8.30362215375399,2.5334955558647003,1
1.2952063125,8.248810016289655,2.572744617661483,1
1.2786601499272199,8.765107776662079,2.11319981454948,1
1.2799193888111886,8.792845281878257,2.1482757186529327,1
1.3007720787518575,8.247116890315422,2.450873858815647,1
1.2882475320056899,8.73596570741543,2.1498758138869025,1
1.2937857067988667,8.43712670433903,2.3285943572290173,1
1.3065518585572844,8.446447174603598,2.286926188995117,1
1.2752603216885008,8.57007217201295,2.3261045468552073,1
1.280915494934877,8.765128285469272,2.1721911170639387,1
1.329490709724238,8.479336539238853,2.2430876131162587,1
1.3066017846607672,8.370785500602501,2.494142235167069,1
1.2929802306547618,8.807134852752345,2.1160380337503137,1
1.290429582132565,8.803221378801892,2.1280022772055047,1
1.2890962390670553,8.690182039617383,2.213898176882888,1
1.2938156045845273,8.719909223255632,2.133212477796137,1
1.2671785,8.866712535437019,2.0757568960492496,1
1.2896130128939827,8.45416931763421,2.4796807572501702,1
1.299329520527859,8.700211975127381,2.135043813083913,1
1.2762146762589928,8.827234861907073,2.1024387102790527,1
1.278736176119403,8.84432525942294,2.058494856055201,1
1.266573998535871,8.422212557542755,2.5178676382059377,1
1.2749074,8.370610496119088,2.4664841905266823,1
1.290171986526946,8.636603207160174,2.125021368045099,1
1.2964229358059913,8.409145831610044,2.4107627588641534,1
1.281883828034682,8.481283379738132,2.457190651619862,1
1.284047082717873,8.350222831798582,2.411826845381714,1
1.2974165138686131,8.574047203592317,2.232196067074396,1
1.2785383842794762,8.4919876605731,2.4098346894887497,1
1.2768400206185568,8.754831375188465,2.0576657149234077,1
1.2641244455732947,8.500294795119268,2.439955079470256,1
1.2573790823529412,8.724880978592228,2.1530699342445208,1
1.2664740291120815,8.536468288235453,2.3960530694760576,1
1.2792122966867467,8.30025310056378,2.4205064385934505,1
1.267527954478708,8.706537420164723,2.1347571733407618,1
1.2690581494920175,8.815909199501853,2.0800159905052156,1
1.273562116975749,8.787923285732818,2.085290675451352,1
1.2780628125,8.58073541469993,2.1548051771497327,1
1.276691895415473,8.704112289959175,2.085315788229122,1
1.2901381046337819,8.191060618544245,2.5038910440031015,1
1.27581411849711,8.484193084169123,2.3358975438279215,1
1.2723976617862371,8.387657946338726,2.336700047950399,1
1.2699470998531572,8.538238867371355,2.3724659654085363,1
1.260146877318117,8.686878618158127,2.184942633919987,1
1.2488815894428151,8.88706844750222,2.0209307567543675,1
1.2765631681159422,8.601852467420317,2.1703416374110773,1
1.2701713855243721,8.53748650922164,2.2151101533361084,1
1.2920000510204082,8.438492397512631,2.3937134515732525,1
1.259808985632184,8.501343497790682,2.2763950064029563,1
1.2741913035971222,8.550162990068968,2.3565818561037446,1
1.2328403935860057,7.910839620065071,2.1346386876025383,2
1.2393183429394812,7.662539255317626,2.2677247831812615,2
1.2179502455882354,7.9286867183984935,2.153614174065201,2
1.2132899534206696,7.9496325060814765,2.196647039375346,2
1.2182550724637682,7.823572025526135,2.2431708036394276,2
1.1920312903225807,8.037571602902462,2.1334351976537773,2
1.209047669117647,7.804939563782045,2.2228264850647887,2
1.2188105716312059,7.823504900740694,2.2663416118566126,2
1.2101369844192635,8.049829506872378,2.082838408796677,2
1.2136171380323055,8.00545814381922,2.0724052368486903,2
1.1948555706051873,8.252979497186896,2.0095640331991103,2
1.2176128217391304,7.993994273869784,2.0986292635181414,2
1.2177955454545455,7.888224689021004,2.1105478397677726,2
1.2046952152466368,7.881138616389007,2.1701018342490173,2
1.210380007122507,7.97221556726593,2.113379674194749,2
1.2060756248196247,7.830355832580748,2.183597355553329,2
1.2081174814814815,7.943674842427057,2.129806935175564,2
1.205311809037901,7.911391523510965,2.1200794610257643,2
1.186218679218968,7.952016392279541,2.1138879198729805,2
1.2096201271929825,7.788128410946866,2.2018662299649803,2
1.1880970492753622,8.102205299755015,2.082541231221664,2
1.2083476739766081,7.969937711119365,2.0809853309726583,2
1.2075103555878084,7.868494583463285,2.181650816272564,2
1.1937948364688855,8.13536455048535,2.0626307189441393,2
1.2069967363112393,7.6961170414508855,2.244529831076065,2
1.2031908988269795,7.965774301335124,2.106232601243873,2
1.200226355907781,7.974150489916598,2.094523745083498,2
1.211244569037657,7.846399974376222,2.139527621551637,2
1.204868755162242,7.8681015444119335,2.1599188111780463,2
1.1868291804949054,7.982590821229993,2.137546995803446,2
1.1894607232796486,8.031388118251765,2.0520248517690254,2
1.1856310225563909,8.115586180889341,2.044471539347586,2
1.184549517037037,7.862151335241815,2.1741957982745985,2
1.1767432757142857,8.078991449474328,2.0813390894519874,2
1.1778253173652693,8.13183803326642,2.054030680814463,2
1.1775239839181286,7.954919792858594,2.1358081370980306,2
1.195828915080527,7.971970804532962,2.0779555029464114,2
1.1885024308588064,8.090371210537306,2.03721572462085,2
1.177644168621701,8.251422752321595,2.0056598520946562,2
1.20946602170767,7.7799248011320525,2.189622040812663,2
1.1835874771048744,8.166511541754453,2.0100603886447206,2
1.1881168089725036,8.205652983723704,1.9878709712774802,2
1.1823003129770995,8.143809668777905,2.009622191505576,2
1.1926277109266943,7.991358689628876,2.0720302918143023,2
1.190017943620178,7.919272149068569,2.1703522683344367,2
1.1930558912071536,7.92066024182711,2.0702855186164983,2
1.1898795289855073,8.051485384229156,2.0647769931307263,2
1.1684577386196768,8.426743722143211,1.9175035181025903,2
1.1764270324483777,8.013522564629136,2.1924322772608904,2
1.1898886056129985,8.127334211286767,2.040733419622724,2
1.1954901875,8.55593358929429,1.7983012459138972,3
1.191593732962448,8.541099309750676,1.822760564900339,3
1.215772343884892,8.18262851356139,1.9862412636562057,3
1.1607154663865544,8.322881860931298,2.028491114141363,3
1.2040354316860467,8.23879121000005,1.998014275242975,3
1.2105547737226277,8.139671172752129,2.1539464604888625,3
1.2041273632538567,8.12556036796999,2.2221735874682724,3
1.216442868228404,8.148077605818077,1.966173502932234,3
1.21123385341074,8.394492271415242,1.9256203188540857,3
1.1962947532467532,8.471232245271082,1.832722307386106,3
1.1871804248554914,8.320603309147725,2.0799582286410225,3
1.2176889278350516,8.118277555629252,2.027290959337607,3
1.190241883116883,8.471831010354823,1.839769686413359,3
1.216646660968661,8.06932848694076,2.1637376563327306,3
1.1876145021961932,8.39145949539687,2.015555152575956,3
1.2017790103703703,8.48932909387507,1.8087151005540654,3
1.225606150442478,8.126353657608641,2.131954130821992,3
1.2053664774381367,8.397198833411725,1.8512996669645039,3
1.180419068914956,8.38249944721342,2.0896029526547384,3
1.1707492391304348,8.396830408433578,2.082930893626976,3
1.1723504389880952,8.535886446818694,1.854378164577255,3
1.1922161307578008,8.408778285811792,1.8694195657105872,3
1.1845274397677794,8.34849603021136,1.9193075223650282,3
